Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
5,"Aug 25, 2021","Process was quick and easy, nearly instantly took a lot of stress off my shoulders.",Quick and easy process,0,0
4,"Aug 25, 2021",It was fast and easy and Lord knows how it came in handy after having such a not so good month,Faithful,0,0
5,"Aug 25, 2021","Super quick and easy to talk to. They require a 5 minute verification call when you first put in an inquiry for the loan. The lady I talk to was super nice and funny. Extremely pleased with knowing that no hard credit was pulled until the actual acceptance of the loan and being able to see my rates before hand. I had some questions being military, as well as some questions regarding paying off early and how they handled that. Overall, a very great service.",Great customer service,0,0
5,"Aug 25, 2021","Absolutely stunned at how easy this was. Origination fee is high but this will help me consolidate some debt and lower my monthly payments. It took less than 10 minutes and my money is already on its way to my account. Monthly payment is super affordable too. Just honestly, kinda speechless at how simple this was.",So Simple I'm Stunned,0,0
5,"Aug 25, 2021",I was just approved a minute ago I couldn’t be happier to wipe out my high interest & high balance credit cards. I’m hoping funds come quickly they say today or tomorrow,So far so good,0,0
5,"Aug 25, 2021","Honestly, the easiest process ever. I recommend them to anyone looking to correct a credit situation.",Awesome,0,0
5,"Aug 25, 2021","The whole process was very fast and easy! You get a response in seconds. They take your education and length of employment into consideration, not just your credit.",Very User Friendly,0,0
5,"Aug 25, 2021","I was able to get my approval within minutes of filling out at the applicable information. HOWEVER I took less than what I was approved for. Make sure you can afford the monthly payment, don’t do anything dumb and try to get more just because you can.",Fast and Easy,0,0
5,"Aug 25, 2021",Easy application process and quick final decision. Good website for payment and loan management. Was able to get a good rate as well.,Would choose Upstart again!,0,0
5,"Aug 25, 2021",Excellent company to work with,Great,0,0
5,"Aug 25, 2021",Amazing. Approval was instant. The 5 min call representative was great!,Amazing,0,0
5,"Aug 25, 2021",Thankful for these types of lenders that believe in customer loyalty.,Incredible!,0,0
5,"Aug 25, 2021",Upstart is very helpful and help me get through my application I called him several times they’re very polite and understanding I will recommend upstart to anyone thank you,It was a very good experience with upstart,0,0
5,"Aug 25, 2021",very helpful,excellent,0,0
5,"Aug 25, 2021",Fast and quick with an approval!!! Have used them in the past and will continue to do so! Awesome!,Simply awesome,0,0
5,"Aug 25, 2021","Thank you, this was very quick and easy to complete.",Great,0,0
5,"Aug 25, 2021",This was the easiest most convenient way to take out a loan. They have a very friendly site and they’re very user-friendly.,Great place to get a loan.,0,0
5,"Aug 25, 2021",Easy process customer service was above and beyond helpful,Terrific,0,0
5,"Aug 25, 2021",The process was easy and fast.,Had some questions called and spoke to an agent.,0,0
5,"Aug 25, 2021","fast, convenient,",fasr convenient,0,0
5,"Aug 25, 2021",Quick easy and no hassle,Smooth and stress free,0,0
5,"Aug 25, 2021",Great way to get your credit going in the right direction while paying off credit cards and investing in yourself.,They came thru,0,0
5,"Aug 25, 2021",It was quick and easy to apply and get funded. A call to support and the lady was very good and helpful.,Getting a loan,0,0
5,"Aug 25, 2021",Upstart was so helpful in getting my loan to go through. It was a fast and easy process. Customer service was outstanding and I would recommend this company highly!!,Very good company to work with,0,0
5,"Aug 24, 2021",Great super easy from start to finish,Smooth,0,0
5,"Aug 24, 2021",Great service,Awesome,0,0
5,"Aug 24, 2021",Although the process can be very difficult they have a call center contact that are amazing. I found that with upstart they give you plenty of options to choose from and it’s a great choice especially when needing help in these tough times. Highly recommend 10/10 for anyone who needs something small or big to help out.,Worth the process,0,0
5,"Aug 24, 2021",Very user friendly and honest.,Great Customer Service,0,0
5,"Aug 24, 2021",Very easy process,Simple,0,0
5,"Aug 24, 2021","Thank you soooo much for the loan, upstart is quick, easy to apply, they are amazing!!! Thank you, thank you, thank you!!",Fast and simple,0,0
5,"Aug 24, 2021","There are lower interest rates out there, but if you can’t qualify for them due to credit rating, I would highly recommend this company.",Great Company,0,0
5,"Aug 24, 2021",fast and easy,AWESOME,0,0
5,"Aug 24, 2021","Super easy to apply. Needed a small loan for unexpected costs, and they sent me an approval in minutes. Thank you so much for the quick response!",Easy process,0,0
5,"Aug 24, 2021",This is a Great company. The process was simple and easy. I recommend to any and everyone.,Excellent and Easy!,0,0
5,"Aug 24, 2021","Very quick, simple and transparent application process.",Quick and easy,0,0
5,"Aug 24, 2021","A competent and efficacious execution of the loan process; pretty much effortless, decisive and painless. A professional and cordial aspect of lending.",Upstart loans eschew the inimical,0,0
5,"Aug 24, 2021",Holy crap everyone filled out an app with upstart was literally approved in minutes can’t believe it!! Thank you!!,Went through without a hitch!! Great Job!!,0,0
5,"Aug 26, 2021",Excellent service. Very helpful through the process,Great experience,0,0
5,"Aug 26, 2021",The process for securing a personal loan was super quick and I could do it all over the internet. They make it so easy! Thank you!,Personal loan,2,0
5,"Aug 26, 2021",Fast and professional. Allowed me to play off my debt and lower my monthly payments.,Fast and professional.,0,0
5,"Aug 26, 2021","This is my second loan with upstart and both times it's been a easy process, the costumer support are very helpful",2 Loan,0,0
5,"Aug 26, 2021",It was very easy to get approved with Upstart. You get the money in minutes max an hour I highly recommend for new comers to upstart before looking for other lenders.,Easy Process,0,0
5,"Aug 26, 2021",This was a very simple and great experience. The representative we super helpful they called when there was a change in status or if documents were needed. Very polite and tried to get things done quickly so there wasn't a delay. They were also very respectful of my work schedule when I told them I couldn't talk at certain times and always called back when I was free to talk,A great and simple experience,0,0
5,"Aug 26, 2021",The rates and the process is amazing!!,Adjuster,0,0
5,"Aug 26, 2021","Through an Upstart debt consolidation loan, I was able to greatly reduce the interest loan on my debt, saving me thousands in the long run. Upstart gave me an opportunity to save money when others wouldn't. I highly recommend them!",Highly Recommend,0,0
5,"Aug 26, 2021",The process was very easy and took about 15 minutes altogether.,Fast and Easy Process,0,0
5,"Aug 26, 2021",This lender was amazing,Good experience,0,0
5,"Aug 25, 2021",They are fast and easy and don’t care if you pay off your loan early.,10/10,0,0
5,"Aug 25, 2021",It was fast and easy.,Would recommend,0,0
5,"Aug 25, 2021",They were quick to help when I was in a pinch1,Fast Service,0,0
5,"Aug 25, 2021",Upstart representatives were very helpful. The loan process was easy. The representative did not try to pressure me into buying any other services.,Easy process and no pressure,0,0
5,"Aug 25, 2021",Fast and easy! Got exactly what I wanted,Definitely recommend,0,0
5,"Aug 25, 2021",Great way to get your credit going in the right direction while paying off credit cards and investing in yourself.,They came thru,1,0
5,"Aug 23, 2021","Upstart is a good loan if you have low/fair credit. The interest rates are high but for small loans (under 12,000) they are great for building credit. The loan process can take a little bit but they do approve more than usual loans.",Good for poor/fair credit,0,0
5,"Aug 23, 2021","no hassle, loan approved to consolidate all my credit cards with a low monthly payment, giving me the option to payoff early with no penalties",debt consoladation,0,0
5,"Aug 23, 2021",Great,Great!,0,0
5,"Aug 23, 2021",This process was fast and easy and I get my $$$ in 1 day!,Fast and easy,0,0
5,"Aug 23, 2021",The thing I love about Upstart is they don't charge fees for paying off early and it's a good place to start for first timers on personal loans. Build up a relationship with Upstart and you'll go places in long run.,Easy and Simple way to get a personal loan.,0,0
5,"Aug 23, 2021",I filled out loan application and tada,Quick & easy,0,0
5,"Aug 23, 2021",Fast and easy,Easy to use quick response,0,0
5,"Aug 23, 2021",The process was quick and easy with fast results. Thislender helped me out a lot.,CK Member,0,0
5,"Aug 23, 2021",very easy to apply without hassle. i would recommend to anyone.,satisfied,0,0
5,"Aug 23, 2021",A Highly Recommended Financial Institute Easy sign up process and reasonable monthly payments,Great Service,0,0
5,"Aug 23, 2021",Was a quick and easy process People write ugly reviews for there problems that they created. You get out of life what you put into,My experience with Upstart was AWESOME!!,0,0
4,"Aug 23, 2021",I got approved for a 5500 loan and will be able to pay off nearly all of my credit cards and watch my score go up. In the frustrating parts of the process Upstart folks helped me think more positive about the process. Recommend them.,wasnt sure I made the right decision but am happy,0,0
5,"Aug 22, 2021",They approved me with no difficulty just needed basic info.,Got what i needed.,0,0
5,"Aug 22, 2021","I cannot even explain the joy that I am feeling. I got approved for 10,000K, but will not be using all of it.They are not loan sharks compared to other loan companies. The rates are reasonable and the payment amounts are more than affordable. The process was very quick and simple. I am more than satisfied with Upstart.",Very Satisfied Customer,0,0
5,"Aug 22, 2021",I needed a loan no questions ask got approved,Fast and easy,0,0
5,"Aug 22, 2021",This process was so quick. I love that you can pay off the balance early as well to avoid the full APR payment. Honestly I could cry. I have been working hard to pay down but this will definitely help me get there faster.,Happy So Far,0,0
5,"Aug 22, 2021",Quick to respond,Easy and successful,0,0
5,"Aug 22, 2021",Quick and easy,awesome,0,0
5,"Aug 22, 2021",Great way to pay back my credit debt.,Great,0,0
5,"Aug 22, 2021","Great process and full transparency during. Only nit pick and it is a small one, be careful of the documents you upload, if you upload a document unintentionally, you can’t delete it. Other than that, seamless process and these folks work weekends? I got called on a Sunday which was way better than fielding calls during my busy workweek. Great job. I expect to pay this loan off in 7 months, not 5 years.",Transparency from a lender! Amazing,0,0
5,"Aug 22, 2021",Trust me on this one. They will help you. Just do the right thing.,Super easy to do,0,0
5,"Aug 22, 2021",Easy to work with!! Great experience! Would work with them again.,Great experience,0,0
5,"Aug 22, 2021",Fast and easy to use! Very clear contract details and verification.,Great service and fast response.,0,0
5,"Aug 22, 2021",Very simple process. They helped me out when others wouldn't. Low payments. Would definitely use them again.,Great Experience,0,0
5,"Aug 22, 2021",Upstart changed my life,Upstart changed my life,0,0
5,"Aug 22, 2021",Easy to apply,Great,0,0
5,"Aug 22, 2021",Super easy process. Definitely recommending this to anyone.,Easy process,0,0
5,"Aug 22, 2021","Easy, fast process. Detailed description and payment plan of each loan offer I qualified for, good communication during application process. Every time I spoke to a customer service representative they were polite and very patient","Bad Credit, Good Consolidation Loan",0,0
5,"Aug 22, 2021","I applied for a loan and was shocked to see that it was approved since all the other banks that I’ve loaned from have declined me. It was fast, efficient, and easy to apply.",Approved and easy when not expecting to be approve,0,0
5,"Aug 21, 2021",Satisfaction with the Service,Satisfied,0,0
5,"Aug 21, 2021","Upstart is the best loaning place out there it’s fast, quick and easy but the best part is that u get the money in minutes max an hour I highly recommend for new comers to upstart before looking for other lenders",By far the best out there,0,0
5,"Aug 21, 2021",They first offered me more but were not able to approve that amount but gave me about half . They made the process easy,process was easy and positive,0,0
5,"Aug 21, 2021","Quick and easy, several options clearly stated",Great Experience,0,0
5,"Aug 21, 2021",Great experience overall. I got approved within minutes and can now consolidate all my credit card debt into one simple payment.,General Manager,0,0
5,"Aug 21, 2021","Excellent service, had a decision in just minutes. Great interest rate!",Great Company,0,0
5,"Aug 21, 2021",Literally helped in a time of matter of need! The process was so easy and fast.,Fast and Easy,0,0
5,"Aug 21, 2021",Very easy straight forward and quick set up consolidation loan,Quick consolidation loan.,0,0
5,"Aug 21, 2021",I was totally suprised that I was approved for the amount requested. This will allow me to pay off those stinking credit cards and get a hold of my finances. Thank you!!,Excellent,0,0
5,"Aug 21, 2021",They were very very easy to deal with!,Easy as pie,0,0
5,"Aug 21, 2021",Can't go wrong with Upstart! Very helpful,Upstart gets 5 stars!,0,0
5,"Aug 24, 2021","Very quick, simple and transparent application process.",Quick and easy,1,0
5,"Aug 24, 2021","A competent and efficacious execution of the loan process; pretty much effortless, decisive and painless. A professional and cordial aspect of lending.",Upstart loans eschew the inimical,1,0
5,"Aug 24, 2021",The process was very easy and the monthly payments are very affordable.,Greatly Satisfied.,0,0
5,"Aug 24, 2021",I have to say this was the quickest and easyest loan application that I have ever done. It was fast and now I can pay off my bills and have just 1 payment.,Loan,0,0
5,"Aug 24, 2021","Fast approval process , will help me to build and stabilize my credit",Wow is all I can say right now,0,0
5,"Aug 24, 2021","Very thankful to upstart, was able to pay off hospital bill and some credit cards. I will definitely use them again if needed and highly recommend to friends and family!",FANTASTIC!!!!!!!!!,0,0
5,"Aug 24, 2021",This is my first loan. It was very easy to apply.,Highly approved,0,0
5,"Aug 20, 2021",The lender is very understanding is easy to work with.,The process was quick and easy.,0,0
5,"Aug 20, 2021",Application process is very easy. If you are rebuilding your credit this is a great place to start. No penalty for early repayment of your loan. So far I have been able to stay one month ahead. The dashboard is easy to understand and shows your progress with each payment.,Upstart makes loans easy!,1,0
5,"Aug 20, 2021",Was a quick and easy process People write ugly reviews for there problems that they created. You get out of life what you put into it. I’m thankful for you working with me.,Grateful,0,0
5,"Aug 20, 2021",Customer service is amazing!,Smooth process!,0,0
5,"Aug 20, 2021",This was something I had been looking at for a long time. You walked me through it. Such an easy process. Thanks Upstart!,Upstart Loan for credit card debt,0,0
5,"Aug 20, 2021",Upstart was so easy to work with. Compared to other interest rates offered me theirs was the lowest.,Upstart review,0,0
5,"Aug 20, 2021",Love this company!,Mr,0,0
5,"Aug 20, 2021",Just like they advertised banks have denied me to help me with a loan to consolidate my debt but upstart thank you very much for the help much appreciated!!,Awesome,0,0
5,"Aug 20, 2021",Approved next day! Sent to account in 1 business day!,Great,0,0
5,"Aug 20, 2021","Very easy to use and has a very fast turn around. Also, automatic repayment takes a lot of stress off monthly bills planning snd paying.",Normal people friendly,0,0
5,"Aug 20, 2021",is easy to apply and to get approve,Love it,0,0
4,"Aug 20, 2021",Love it!!!!,Nice and easy,0,0
5,"Aug 20, 2021",Quick easy and secure. I am not very tech savvy but I found this easy to understand and was very satisfied with the security and info disclosed.,Easy,0,0
1,"Aug 20, 2021",Approval odds says excellent Then gets denied.,Trash company,0,0
1,"Aug 20, 2021",The process was really quick I did a little goof and the customer service helped tremendously they were quick I will definitely recommend these guys to anybody that needs any kind of services they provide,Big help,0,0
5,"Aug 20, 2021",Very easy,Wonderful,0,0
5,"Aug 20, 2021","The application process was quick and easy—I had the money I applied for within 24 hours. Additionally, paying the loan was simplified by the user-friendly website and the helpful customer service. Great experience overall.",10/10 Experience,0,0
5,"Aug 20, 2021",easy and good service.,Nice.,0,0
1,"Aug 20, 2021",I wait a week did a video upload all these papers . Got a email that said I was Approved then sign the papers to get Denied. I’m so upset right now I can’t even think straight.,Denied what bs after I was approved,0,0
5,"Aug 20, 2021",Easy application process. Great to work with.,great,0,0
5,"Aug 20, 2021",Very easy to apply and their customer support team is very friendly and helpful,the best experience I have ever had,0,0
5,"Aug 20, 2021",The lender was generous for my credit type. The loan application was simple and easy to navigate through their website.,Awesome experience,1,0
5,"Aug 19, 2021","Very nice,quick and easy",Excellent,0,0
5,"Aug 19, 2021",Easy application process,Easy questions,0,0
4,"Aug 19, 2021",They were professional and quick to respond to request.,Knowledgeable,0,0
5,"Aug 19, 2021",Upstart is fast and so easy to use.,great experience,0,0
5,"Aug 19, 2021","I even had to deal with the IT team (Due to my own error), Still very courteous and professional. I totally recommend giving it a go!",Super great customer service!,0,0
5,"Aug 19, 2021",Fast and hassle free process!! Helped when I needed it most!! Highly recommended!!,Wow!! No hassle experience!!,0,0
5,"Aug 19, 2021",They give you the opportunity to obtain financial freedom.,Wonderful!,0,0
5,"Aug 19, 2021",Approved me within a week!,Positive,0,0
5,"Aug 19, 2021",Super super easy!,Easy and Fast!,0,0
5,"Aug 19, 2021","There is no comparison or any lender out there that could come close. It was so fast, I literally cried. I would recommend anyone to use UPSTART! Now, I am on to financial freedom. I can pay off debt and have one payment every month!!!",Outstanding Experience with Upstart,0,0
5,"Aug 19, 2021",Getting approved for a loan was fast and easy. This is my second loan with them and they are very fast with depositing the money in your account.,Great,0,0
5,"Aug 19, 2021",Outstanding. Very Helpful to me and my family,Excellent,0,0
1,"Aug 19, 2021","Too many fake reviews here, their interest rate for me is 30% and my credit score was 720+ when I applied. The payments do not seem to make it go down for the love of god… Do not get any loan from upstart if you do not get a rate under 20% or less. Or you will keep putting money in their pockets in an endless loop.","Bad experience, your payments will be worthless..",1,0
5,"Aug 19, 2021",They're giving me a 2nd chance at building my credit score.,Easy,0,0
5,"Aug 19, 2021","Credit Karma suggested a loan for me and within 30 minutes Upstart loaned me $3,000 to pay off bills.",It was fast easy and secure!,0,0
5,"Aug 19, 2021","This process was user friendly from start to finish ! Excellent communication, live associates checked in on the process and guided me to completion !",Stress Free Experience,0,0
5,"Aug 19, 2021",I applied and got approved the same day Quick easy and painless The rep I spoke with was super nice,Simplest process to get a loan ever,0,0
5,"Aug 19, 2021",Just got approved easy and legit,Great,0,0
